,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,split5_test_mae,split6_test_mae,split7_test_mae,split8_test_mae,split9_test_mae,split10_test_mae,split11_test_mae,split12_test_mae,split13_test_mae,split14_test_mae,split15_test_mae,split16_test_mae,split17_test_mae,split18_test_mae,split19_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_reg_all
0,0.7252129561673868,0.7326375154440555,0.7431099347564145,0.7262648588424503,0.7379315510594774,0.7441005536285334,0.740051063294593,0.7367250797951528,0.7247280498263902,0.7379869008552923,0.7327803044245117,0.7372758832570728,0.7314323451463335,0.7237932477476138,0.7431755705134077,0.7544359033161557,0.7505272025932891,0.7309813162617047,0.7370150135822057,0.7322395641035284,0.7361202407307785,0.008107480556654391,20,1.1305720210075378,0.0010205158023781108,0.029004216194152832,0.0316742501158294,"{'n_factors': 16, 'reg_all': 0.001}",16,0.001
1,0.7274581127816081,0.7246535187053075,0.7449415436355085,0.7231337910204113,0.7376271599072878,0.7387095703656976,0.7404294642111346,0.733581302245977,0.7292847401637375,0.7333467413718318,0.728264066073579,0.7365289157272749,0.7327747021861479,0.7282509477201794,0.7417695604717345,0.7507707279712318,0.7489284681627538,0.7394940334242084,0.7420959884169429,0.7384424612152418,0.7360242907888896,0.007547505034876118,17,1.1180787205696106,0.002012875244399983,0.028819751739501954,0.03132761492042528,"{'n_factors': 16, 'reg_all': 0.002}",16,0.002
2,0.7290677712530825,0.729681490410108,0.7414040782073302,0.7241879207146099,0.7440326707096848,0.7464188826368524,0.7369559429469605,0.7290788746102298,0.7290865844814024,0.7288755859177606,0.7276687993173852,0.7397694764723154,0.7268974607290172,0.7260693953675207,0.741126778989394,0.7542413603142035,0.7439782381927387,0.736028599617821,0.7346960459946545,0.7376379544830701,0.7353451955683071,0.007939574729870447,11,1.1176993370056152,0.001584606511756492,0.02340846061706543,0.02265952803452817,"{'n_factors': 16, 'reg_all': 0.004}",16,0.004
3,0.7243357108035869,0.7296073602077345,0.742596008698478,0.7229322586923095,0.7361652318244929,0.7464742027772819,0.7407707019200099,0.7327685751664471,0.7221358832787569,0.7305701612224087,0.7333519931581335,0.7390359105239657,0.7276260032546387,0.7228647319613641,0.7428379757352918,0.7543336900746216,0.7456343553624433,0.7323334666155594,0.7383202586761723,0.7283123746573529,0.7346503427305524,0.008751900747240478,5,1.1178209900856018,0.0018629843913711432,0.018095886707305907,0.0001386885255061054,"{'n_factors': 16, 'reg_all': 0.008}",16,0.008
4,0.7293892056001955,0.731787526831004,0.7421196319101312,0.7222382295185582,0.7384286812547899,0.748335186254835,0.7405603614742473,0.7329322789242901,0.7263744640130604,0.7368258903647517,0.7343368977669442,0.736583501227039,0.7265048831180693,0.7244307956813847,0.7387984038623029,0.7523626107931849,0.7456908108355437,0.732594231854559,0.7377594410820987,0.7321735539089845,0.7355113293137987,0.0077169571054274385,14,1.1207056403160096,0.0022386624027377075,0.018159151077270508,0.00013454680978683636,"{'n_factors': 16, 'reg_all': 0.016}",16,0.016
5,0.7300696702944026,0.7338096091998345,0.7455221343695826,0.7242455509919178,0.7389661034725088,0.748601753740978,0.7444513598984358,0.7353012255367838,0.7287345305342529,0.7304931710026168,0.7293696559534939,0.7379008023021806,0.7300077938133114,0.7248647233296953,0.7435499886208781,0.75346891255909,0.7453393141480712,0.7366424888387537,0.737894496427613,0.7391767586679059,0.7369205021851153,0.007891271636181406,28,1.1196557402610778,0.0018029705017860932,0.018072474002838134,0.00012428249596606225,"{'n_factors': 16, 'reg_all': 0.032}",16,0.032
6,0.7299485545514779,0.7329525217375026,0.7454842171696244,0.7270159583584581,0.7438496124457631,0.741911423770749,0.7368210143918249,0.733223053675746,0.7313612744792426,0.7322686553514007,0.7291222836422537,0.736107323224784,0.7334398754074862,0.7226900461666218,0.7415472395558087,0.7549721050558248,0.7486818123641941,0.7320154695272756,0.7342730150801065,0.734168174058312,0.7360926815007227,0.00762091006744453,19,1.161655020713806,0.0020387295826700827,0.023304617404937743,0.022639189652075807,"{'n_factors': 18, 'reg_all': 0.001}",18,0.001
7,0.7291897627734174,0.7281812343282679,0.7403084289292171,0.7215138234163553,0.7391806592652946,0.7406351427700434,0.7399828821509422,0.7330107515671354,0.7329596398615345,0.7297979085217378,0.7316968148476871,0.7392657440279828,0.7295292703741244,0.7279628617307442,0.7447502720684239,0.7504150430820266,0.7538629049756362,0.7346135521184476,0.7345393813693109,0.7395793179523822,0.7360487698065356,0.00773287217150163,18,1.160266101360321,0.0018041765360176897,0.018079972267150878,9.34339232472392e-05,"{'n_factors': 18, 'reg_all': 0.002}",18,0.002
8,0.7269890061469437,0.7336638192217728,0.7415911941907244,0.7232278494767993,0.7411533693551282,0.7409509050394858,0.7392865017987272,0.7387136156955794,0.7301766238528823,0.7311001284216919,0.7305809572089388,0.7374693761608503,0.7334892039500952,0.7248750065568128,0.7382386308129847,0.7571276722527096,0.7487674753265134,0.7341105516331924,0.7385362426394086,0.7340486954961322,0.7362048412618686,0.0077368048715032245,22,1.1572362065315247,0.0011458241796490354,0.023312389850616455,0.022694499530304515,"{'n_factors': 18, 'reg_all': 0.004}",18,0.004
9,0.7289254579438723,0.7239061907224427,0.7391581071672241,0.7235146950508343,0.737435094210849,0.7475457641096186,0.7338403416726659,0.7322673884471353,0.7223631944237648,0.7297430368462633,0.7324218882698451,0.7369141603966772,0.7271761350230029,0.7261835078433311,0.7381979407046284,0.7545664225181148,0.7446322426261771,0.737047061827871,0.7388517078018757,0.7332612292322105,0.7343975783419203,0.00811952647469132,2,1.1570507049560548,0.003132357400240161,0.018167662620544433,0.00011182022245603806,"{'n_factors': 18, 'reg_all': 0.008}",18,0.008
10,0.7271904699173519,0.7250313961568758,0.7401519322122472,0.7276448691059874,0.7394230338893899,0.7442613429548843,0.7389017261746358,0.7312880299729932,0.7294952575474146,0.7273265528698818,0.7266662017631168,0.7331089807168486,0.7277867438230561,0.7253443972308573,0.7386700975358504,0.7509056394765082,0.7417224882771744,0.7326562454978003,0.7403106265988153,0.7339575926233209,0.7340921812172505,0.007116054427440531,1,1.1585170030593872,0.0009235009448128847,0.023437118530273436,0.022745481563059063,"{'n_factors': 18, 'reg_all': 0.016}",18,0.016
11,0.7274616534418415,0.7326314982830847,0.7474347692476991,0.7266925837444641,0.7419803954626265,0.7459300790571429,0.7427369520739134,0.731995665703566,0.7299734063059767,0.7368714508384265,0.7333686464085566,0.7346453001388028,0.7315165501898475,0.727592258759524,0.7429878493726029,0.7543824324370063,0.7488554554141769,0.7385483761409563,0.7389316565009985,0.737494399884706,0.7376015689702959,0.007589739940541395,30,1.1584885954856872,0.0009145298669729371,0.023405575752258302,0.02271253153722446,"{'n_factors': 18, 'reg_all': 0.032}",18,0.032
12,0.7324644405499631,0.7306254494303249,0.738106844756288,0.7242127391724308,0.7376116240259494,0.7520207725780634,0.7424832924940239,0.7277922357516358,0.7290151442985462,0.7286033673898188,0.7352508073079381,0.7388343266597222,0.7273100622663053,0.7324808508028883,0.7408525824841595,0.7485084392321839,0.7485205143592315,0.7360905509443761,0.7368374297734848,0.7415675581478631,0.7364594516212598,0.007475549887930235,24,1.1998799681663512,0.001394354000805348,0.023505401611328126,0.022754887350600196,"{'n_factors': 20, 'reg_all': 0.001}",20,0.001
13,0.7327866988283216,0.731555690034369,0.746268544967559,0.720491325925372,0.7417897466575897,0.7456314540347343,0.7371288426125866,0.7320169959565318,0.7302442805767284,0.7279893565633911,0.7346040709132468,0.738356954729998,0.7345039099996823,0.7314236097311666,0.742951539697913,0.7490712809424254,0.7448903120751734,0.7381353050228617,0.7384449610504101,0.7345018908872525,0.7366393385603656,0.0068930204537395534,27,1.200090217590332,0.0011034152237972398,0.028716421127319335,0.03134142086248463,"{'n_factors': 20, 'reg_all': 0.002}",20,0.002
14,0.7303412451970901,0.7332238756814531,0.7431841371765008,0.7257454704450249,0.7380170386221596,0.7446844417327168,0.7416806137050052,0.728658964983705,0.7298503450967615,0.7283853627735579,0.7325112881766288,0.7388006878371428,0.7321520836746973,0.7213426966587594,0.7436395223359278,0.7526005191721207,0.7475744134158985,0.7325413642801861,0.7386858673725375,0.7342578396806128,0.7358938889009242,0.007737878246453749,15,1.2005044579505921,0.00136030864396314,0.023584985733032228,0.022769379075856355,"{'n_factors': 20, 'reg_all': 0.004}",20,0.004
15,0.7288636612219762,0.7299103053329169,0.7412843550472078,0.7265757537526019,0.7323784389088319,0.7453404247658117,0.7415228673082606,0.7339301000022606,0.7291188473952491,0.7318165069505689,0.7322430242087725,0.7365348752251606,0.727311148992243,0.7333667749172558,0.7412111157033212,0.753341472002908,0.7436512776107992,0.7295977790748649,0.7318510987523291,0.7364804103164865,0.7353165118744914,0.006845053257680561,10,1.1990200996398925,0.0028312548822037225,0.02882564067840576,0.03133836254748571,"{'n_factors': 20, 'reg_all': 0.008}",20,0.008
16,0.7233111943372431,0.7283780998058775,0.7445023115397732,0.7261282463293607,0.7381985853599347,0.7442024963943182,0.7406837463807648,0.7307023019370116,0.72873928523675,0.7326483142116518,0.7329252030696294,0.7375919126662666,0.7251187280514655,0.7258925109015644,0.7399562868439032,0.7482189866695682,0.7448459341024939,0.7306822985623322,0.7360197700835661,0.7406632222308922,0.7349704717357184,0.007346745334191215,6,1.1993085145950317,0.0018760921016177689,0.028670918941497803,0.031191739027572794,"{'n_factors': 20, 'reg_all': 0.016}",20,0.016
