,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,split5_test_mae,split6_test_mae,split7_test_mae,split8_test_mae,split9_test_mae,split10_test_mae,split11_test_mae,split12_test_mae,split13_test_mae,split14_test_mae,split15_test_mae,split16_test_mae,split17_test_mae,split18_test_mae,split19_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_reg_all
17,0.7266037346126499,0.7312504530134228,0.7442572610289742,0.7209030171050743,0.7408269502821475,0.7479811074300425,0.7397022717190775,0.7297895523425404,0.7250975933652202,0.7365754239737287,0.7323298662117351,0.7385968760483136,0.7337324837346371,0.7265523373896552,0.7388318897143293,0.7543286356583969,0.7484322131406765,0.7326452209339552,0.7365360263428433,0.7345086137737212,0.735974076391057,0.00828296555764898,16,1.1988524556159974,0.0010377717175494557,0.01815178394317627,0.00011189781496244486,"{'n_factors': 20, 'reg_all': 0.032}",20,0.032
18,0.7286113994795553,0.7303208407425446,0.7443044979080604,0.7259869021709514,0.735909886581858,0.7417146119431453,0.7394541723256237,0.7333449917639268,0.7332318412264206,0.7406473879798409,0.7350112149868557,0.7360739379106978,0.7309887532799768,0.7273715733108593,0.744423378950029,0.7497454406003452,0.7511552178540994,0.7384797908483303,0.730293648536368,0.733857123335358,0.7365463305867423,0.006944163211725936,26,1.2394953966140747,0.0016744769771998816,0.01816779375076294,0.00010166996479625177,"{'n_factors': 22, 'reg_all': 0.001}",22,0.001
19,0.7297639700584553,0.7344735721879395,0.7454136654380898,0.7237351654402415,0.7384244997670804,0.7444128904874573,0.7417285192225646,0.7333384221712829,0.7341287265497409,0.7330779289007174,0.7315841204952284,0.7414229706732278,0.73179082110846,0.7241166138200869,0.7468316796428789,0.752803355111125,0.7452866771300377,0.7365982338561313,0.7376184280877709,0.7339164090624263,0.7370233334605472,0.0073789962262280785,29,1.2389518857002257,0.001742607495005558,0.018167805671691895,0.00011537570197777783,"{'n_factors': 22, 'reg_all': 0.002}",22,0.002
20,0.7275550291488158,0.7319202698426667,0.7407494589762189,0.7256832069831812,0.7358491721046343,0.7388993952469237,0.7425855917356285,0.7323703775591821,0.7327241501471017,0.7289797567203524,0.7381742829924103,0.7368649457319869,0.7296769676231813,0.7234156809261509,0.739184556485256,0.7500995703769635,0.7441561080247423,0.7342668086575558,0.7360768688598234,0.7347459398417143,0.7351989068992244,0.0063756337227159334,8,1.2392587423324586,0.0018198888073854443,0.023429477214813234,0.022683072192314767,"{'n_factors': 22, 'reg_all': 0.004}",22,0.004
21,0.7316807871943142,0.7324479042764961,0.7461914433162399,0.7247960562001003,0.733601091394934,0.7412494053401818,0.7374834381172205,0.733721079553296,0.7246457176339004,0.7341579734035365,0.7358626163524503,0.7341744112054869,0.7293712174702183,0.7250705232752329,0.7423848581558181,0.7522143778603545,0.7421263633675916,0.7376792599218646,0.7366726015892994,0.7323113179307787,0.7353921221779658,0.006896099496416593,12,1.2391088128089904,0.0012211224775248912,0.018209457397460938,9.432732112629627e-05,"{'n_factors': 22, 'reg_all': 0.008}",22,0.008
22,0.7240566551565158,0.7337471714860264,0.74502902538595,0.7235288088980022,0.7395176456180396,0.7393044174947087,0.7413257441852503,0.7269055045755429,0.7295539121616434,0.7301399755050396,0.7326977329897822,0.7349458480480451,0.7293443656146127,0.726576024119938,0.7411780791187518,0.747834316189625,0.7472507407287656,0.7293828555360796,0.7340170557514599,0.7337213697046094,0.7345028624134194,0.007216928288784501,3,1.2401472449302673,0.0017393791489661702,0.018286991119384765,0.0001262702835077587,"{'n_factors': 22, 'reg_all': 0.016}",22,0.016
23,0.7277567272853492,0.7292932975512065,0.7456905788022445,0.7239970453294472,0.7389434737940523,0.7453149168403126,0.7377644989006759,0.7317134944676386,0.7237269325259094,0.7323431945950547,0.7288098178384128,0.7375152484115726,0.7305090955232807,0.7242801117655808,0.7402433125047069,0.7513098656219167,0.743694681168967,0.7346740400997074,0.7384453165070028,0.7383552257704745,0.7352190437651756,0.007635517808619482,9,1.2391487598419189,0.0016544898256933337,0.023466598987579346,0.022715045193266125,"{'n_factors': 22, 'reg_all': 0.032}",22,0.032
24,0.7323682799306116,0.7388919960817145,0.7435158637483782,0.7276739686136827,0.7378892060886005,0.7424933135271886,0.7388212054391117,0.7358093652901836,0.7303886563723748,0.7273760628711637,0.7351948008119829,0.7426765779183538,0.7308645783832067,0.723026952340045,0.7400184484477068,0.7550338208191018,0.7411462036488737,0.727320942937134,0.7349259716024358,0.7419693644929353,0.7363702789682393,0.007284014189061365,23,1.278839921951294,0.0015284049638517436,0.023487401008605958,0.02271252067375571,"{'n_factors': 24, 'reg_all': 0.001}",24,0.001
25,0.7280823275024149,0.7342411558836623,0.743398502850578,0.728304987482759,0.7358486932820224,0.7454880720116341,0.7429856181745128,0.7278909087232852,0.731026744378297,0.7328180468865794,0.7313194832662759,0.7380780929218227,0.7336228892803464,0.726808881513542,0.7450541205232369,0.7529873455609237,0.7453724383679058,0.7324176316122631,0.7331016145262298,0.7338132755213533,0.7361330415134822,0.00714002538928263,21,1.279638659954071,0.0016544697955304872,0.02355133295059204,0.022716340237666874,"{'n_factors': 24, 'reg_all': 0.002}",24,0.002
26,0.7218443631018275,0.7322003970824206,0.7407288292199343,0.7302248856130619,0.7406686662191326,0.7441206399349743,0.7434519229885561,0.7332613860186723,0.731030369220255,0.7315698413080045,0.7342530596576217,0.7404980156849912,0.7344064424814687,0.725544144345849,0.7361948135953813,0.7502361344823759,0.7510255717115699,0.7305584801085768,0.7373154039285216,0.7402370660433879,0.7364685216373291,0.007328551091715186,25,1.279012632369995,0.0020630475464057905,0.023457634449005126,0.0227021881386913,"{'n_factors': 24, 'reg_all': 0.004}",24,0.004
27,0.7234489153456075,0.7335269828628828,0.741331542237069,0.7198564091951108,0.7422144589306535,0.7388513890799009,0.7359713244548135,0.7310348368480393,0.7287898480336499,0.7304235888564491,0.7360456252936609,0.7363040422812164,0.7323242943900604,0.7210042570078136,0.7394650990393706,0.7522033820825869,0.746290165420979,0.7332875950839893,0.7377931686218925,0.7402107125276752,0.735018881879671,0.00785857854334794,7,1.278920066356659,0.0015479747904090125,0.023598408699035643,0.022778150955214873,"{'n_factors': 24, 'reg_all': 0.008}",24,0.008
28,0.7288258880053341,0.7300337540912935,0.7410451675115993,0.7256047141132622,0.7358259429232855,0.7422343418037591,0.7376583520294798,0.7331557034906877,0.725099525694216,0.7351510475797666,0.7270569518193166,0.7352743842972189,0.7316142601728606,0.7271040048781271,0.7391568397236599,0.7472966126684648,0.7436741775761678,0.7371912415804354,0.734291599241928,0.7352900049508007,0.734629225707583,0.006051734018752081,4,1.279399049282074,0.0014951726463757163,0.02889164686203003,0.031354547466068236,"{'n_factors': 24, 'reg_all': 0.016}",24,0.016
29,0.7280065369662244,0.7308009363928363,0.741861078385429,0.7247181300051462,0.7385640814348582,0.7498983473215373,0.7415283307347074,0.7336280735082058,0.725518512156609,0.7320560071930245,0.7293587832431948,0.733777218075433,0.7293072773034349,0.7217723227623515,0.7414604992530336,0.7564479062238193,0.7461494254322953,0.7353788170709775,0.7369733934760516,0.7328647534790805,0.7355035215209125,0.008565471932892213,13,1.279751980304718,0.0014332923290027407,0.02362276315689087,0.022826891888124295,"{'n_factors': 24, 'reg_all': 0.032}",24,0.032
