,0,1
0,0.0,0.31369041469908043
1,0.005,0.31357334950338794
2,0.05,0.3125927644142247
3,0.5,0.30328012064554966
4,5.0,0.26000319567846125
5,50.0,0.1303411345191435
6,500.0,0.021643420672995635
